OBJECTID,TAG,CODE,ROUTE,ACCOUNTNUM,PEANO,FEEDERID,OWNER,INSTALLATI,LATITUDE,LONGITUDE,"Lat, Long"
3387140,11MTAA001058946,AFAG,149,183650,24261473,FAA06,PEA,6021005767,19.90165571,99.21102091,"19.9016557054, 99.2110209096"
3938021,11MTAA001298986,ACPK,101,001190,6400179702,,PEA,6023994167,19.72536282,99.13558665,"19.7253628154, 99.1355866508"
4310183,11MTAA001365800,ACPK,1,003402,6500204136,FAA01,PEA,6024447557,19.75414168,99.14633043,"19.7541416775, 99.1463304267"
3767154,11MTAA001246551,ACPK,152,209471,6200831463,FAA01,PEA,6023691031,19.74346366,99.1226077,"19.7434636577, 99.1226077013"
4310187,11MTAA001365805,ACPK,1,003402,6500204141,FAA01,PEA,6024399472,19.75415733,99.14635582,"19.7541573267, 99.1463558211"
2456553,11MTAA000577258,AFAG,78,690851,5900794668,FAA04,PEA,6020047469,19.81049764,99.21932837,"19.8104976449, 99.2193283716"
2457586,11MTAA000577777,AFAG,78,690852,22589809,FAA04,PEA,6007234246,19.81049761,99.21935839,"19.810497608, 99.2193583914"
1801495,11MTAA000150141,AFAG,78,-,27808657,FAA04,,6016846183,19.8114953,99.21889605,"19.8114952989, 99.2188960516"
2901512,11MTAA000808323,AFAG,41,430126,6201354456,FAA09,PEA,6021543298,19.86661354,99.2155388,"19.8666135376, 99.2155388018"
1732204,11MTAA000113121,AFAG,105,436795,29065113,FAA09,PEA,6016331721,19.88285343,99.21634925,"19.8828534311, 99.2163492518"
619372,1150MT000238763,AFAG,105,436501,6100204670,FAA09,PEA,6007363896,19.88148058,99.21740949,"19.8814805769, 99.2174094907"
619328,1150MT000238719,AFAG,105,437830,25007055,FAA09,PEA,6007367710,19.88320922,99.21959443,"19.8832092214, 99.2195944338"
2391094,11MTAA000542298,AFAG,105,437761,5800163012,FAA09,PEA,6019755651,19.8853534,99.21720505,"19.885353402, 99.2172050519"
619031,1150MT000238422,AFAG,105,437201,24424641,FAA09,PEA,6007366803,19.88345429,99.21737681,"19.8834542899, 99.2173768095"
619306,1150MT000238697,AFAG,105,438300,26563234,FAA09,PEA,6007369328,19.88630336,99.22008689,"19.8863033583, 99.2200868869"
593292,1150MT000212683,AFAG,78,688190,6500204147,FAA04,PEA,6007231307,19.81931769,99.22218218,"19.8193176907, 99.2221821835"
3650594,11MTAA001192948,AFAG,134,-,5800189185,FAA04,PEA,6023437518,19.83500461,99.22252964,"19.8350046107, 99.2225296354"
1671127,11MTAA000080536,AFAG,114,-,27121884,FAA04,PEA,6007410315,19.84278625,99.22240709,"19.842786252, 99.2224070868"
4168127,11MTAA001346343,AFAG,238,002504,6500060154,FAA04,PEA,6024374729,19.84332158,99.22801241,"19.8433215816, 99.2280124051"
4121428,11MTAA001338458,AFAG,63,635691,6000272939,FAA09,PEA,6021315420,19.90279105,99.22655759,"19.9027910543, 99.2265575902"
618865,1150MT000238256,AFAG,64,648242,6200143548,FAA09,PEA,6007145131,19.89648646,99.23009206,"19.8964864604, 99.2300920566"
4485337,11MTAA001400024,AFAG,64,,29559770,FAA09,PEA,6007148066,19.89436201,99.23192952,"19.8943620055, 99.2319295232"
618311,1150MT000237702,AFAG,63,638005,6200831230,FAA09,PEA,6007137288,19.90035215,99.23124396,"19.9003521478, 99.2312439617"
2062252,11MTAA000320079,AFAG,63,638140,6300827506,FAA09,PEA,6018478942,19.89934172,99.23269979,"19.8993417236, 99.2326997863"
1700488,11MTAA000093731,AFAG,63,-,20268588,FAA09,PEA,6007139869,19.90273827,99.23024257,"19.9027382669, 99.230242574"
618770,1150MT000238161,AFAG,131,225252,19618151,FAA09,,6007511638,19.90626462,99.23352411,"19.9062646218, 99.2335241114"
593144,1150MT000212535,AFAG,114,144500,19664474,FAA04,PEA,6007414250,19.8408811,99.2357008,"19.8408810986, 99.2357007978"
592036,1150MT000211427,AFAG,116,154500,24579254,FAA09,PEA,6007419618,19.88058239,99.23783849,"19.8805823932, 99.2378384867"
618302,1150MT000237693,AFAG,140,283001,29562810,FAA09,,6007526322,19.89709523,99.23568717,"19.8970952276, 99.2356871683"
2950417,11MTAA000833516,AFAG,68,014922,5901251240,FAA04,PEA,6021701308,19.80515411,99.24174763,"19.8051541107, 99.2417476254"
592053,1150MT000211444,AFAG,116,156300,26563175,FAA09,PEA,6007420295,19.87807631,99.24111205,"19.8780763122, 99.2411120455"
4098766,11MTAA001335171,AFAG,151,201047,6100729815,FAA04,PEA,6024023326,19.80459062,99.24748644,"19.8045906246, 99.247486443"
602143,1150MT000221534,AFAG,68,012224,23819222,FAA04,PEA,6007169197,19.80153331,99.25253156,"19.801533313, 99.2525315612"
3469892,11MTAA001107476,AFAG,68,012358,6201187259,FAA04,PEA,6022956929,19.80216408,99.25162743,"19.8021640753, 99.2516274336"
593082,1150MT000212473,AFAG,68,010802,17415709,FAA04,PEA,6007165396,19.80250707,99.25340561,"19.8025070673, 99.2534056066"
593165,1150MT000212556,AFAG,9801,011700,23064585,FAA04,,6007924630,19.82397428,99.24926761,"19.8239742761, 99.2492676067"
592863,1150MT000212254,AFAG,186,003900,5900381145,FAA04,PEA,6007644900,19.80701486,99.26350877,"19.8070148633, 99.2635087744"
592325,1150MT000211716,AFAG,127,195000,16547823,FAA04,PEA,6007475172,19.84506219,99.27144671,"19.8450621908, 99.2714467145"
591898,1150MT000211289,AFAG,129,224220,23763482,FAA04,PEA,6007490666,19.80159508,99.28069526,"19.8015950801, 99.2806952576"
1710947,11MTAA000101161,AFAG,129,224203,6500231534,FAA04,PEA,6007490626,19.80245932,99.27869465,"19.8024593198, 99.2786946547"
592247,1150MT000211638,AFAG,180,217005,5900358019,FAA04,PEA,6007636646,19.84529569,99.27972535,"19.8452956878, 99.2797253535"
601585,1150MT000220976,AFAG,97,000802,6500231561,FAA04,PEA,6007312347,19.84527901,99.19957437,"19.8452790135, 99.1995743654"
1808074,11MTAA000153927,AFAG,97,-,22589962,FAA04,PEA,6007313136,19.84666658,99.19957695,"19.8466665755, 99.1995769495"
619547,1150MT000238938,AFAG,39,406130,6300308697,FAA10,PEA,6006970382,19.85499683,99.2009898,"19.8549968343, 99.2009898023"
619569,1150MT000238960,AFAG,151,200701,5800449229,FAA06,,6007562003,19.88911463,99.19744158,"19.8891146317, 99.197441575"
601562,1150MT000220953,AFAG,75,423550,24177959,FAA04,PEA,6007213884,19.84624646,99.20406024,"19.8462464603, 99.204060235"
601754,1150MT000221145,AFAG,40,417300,18012132,FAA04,PEA,6006975148,19.84972166,99.20178475,"19.8497216562, 99.2017847489"
601766,1150MT000221157,AFAG,40,415300,26563203,FAA04,PEA,6006973862,19.85085424,99.20192351,"19.8508542436, 99.2019235105"
601811,1150MT000221202,AFAG,40,416300,17416130,FAA04,PEA,6006974314,19.84971056,99.20305122,"19.8497105583, 99.2030512211"
619553,1150MT000238944,AFAG,39,406520,6500556825,FAA10,PEA,6006972002,19.85421983,99.20132974,"19.8542198288, 99.2013297449"
2586482,11MTAA000649252,AFAG,39,408016,26865916,FAA10,PEA,6006972755,19.85280543,99.20407778,"19.8528054287, 99.2040777774"
3581330,11MTAA001162516,AFAG,151,201180,5800524942,FAA06,PEA,6023236119,19.88602095,99.2014254,"19.8860209529, 99.201425397"
3446709,11MTAA001095984,AFAG,17,178581,6201354304,FAA06,PEA,6022837141,19.90051172,99.20471441,"19.9005117189, 99.2047144094"
617742,1150MT000237133,AFAG,18,184000,5900794494,FAA06,,6006851551,19.90182646,99.20206946,"19.9018264617, 99.2020694596"
617823,1150MT000237214,AFAG,148,171202,24627076,FAA06,,6007554546,19.90574496,99.2053622,"19.9057449631, 99.2053621956"
618012,1150MT000237403,AFAG,16,168200,5900794428,FAA06,,6006844182,19.90799449,99.20470795,"19.9079944914, 99.2047079531"
4838922,11MTAA001464043,AFAG,120,152961,6600325033,FAA06,PEA,6025233620,19.91204279,99.20590332,"19.912042789, 99.2059033153"
601487,1150MT000220878,AFAG,113,132401,5801369544,FAA04,PEA,6007408301,19.84126223,99.20953689,"19.8412622251, 99.209536885"
3479645,11MTAA001112432,AFAG,165,413901,6201187186,FAA09,PEA,6022979239,19.85937526,99.20796666,"19.8593752623, 99.2079666603"
621042,1150MT000240433,AFAG,41,427592,29562803,FAA09,PEA,6006979122,19.86217054,99.20990415,"19.8621705444, 99.2099041503"
3361149,11MTAA001039918,AFAG,249,002321,24176368,FAA09,PEA,6022575172,19.87342733,99.20670115,"19.8734273345, 99.2067011519"
617844,1150MT000237235,AFAG,148,172701,5600110032,FAA06,,6007555416,19.90501277,99.20645598,"19.9050127696, 99.2064559753"
617872,1150MT000237263,AFAG,148,173903,23634731,FAA06,,6007556348,19.90363322,99.20661688,"19.9036332238, 99.2066168795"
618079,1150MT000237470,AFAG,137,271501,6000272929,FAA06,,6007520266,19.90917151,99.20722859,"19.9091715087, 99.2072285942"
3512001,11MTAA001131915,AFAG,137,270700,6500059670,FAA06,PEA,6007519900,19.91059529,99.20713304,"19.9105952852, 99.207133042"
4959030,11MTAA001481444,AFAG,113,134460,6500270428,FAA04,PEA,6024606132,19.83658022,99.21314986,"19.8365802242, 99.2131498638"
619423,1150MT000238814,AFAG,105,435001,25007094,FAA09,PEA,6007361928,19.87864118,99.21370373,"19.8786411843, 99.2137037285"
619069,1150MT000238460,AFAG,105,436303,17230731,FAA09,PEA,6007363359,19.88278136,99.21377588,"19.882781362, 99.2137758807"
619402,1150MT000238793,AFAG,105,435303,29561474,FAA09,PEA,6007362735,19.88162419,99.21446838,"19.8816241857, 99.2144683807"
620788,1150MT000240179,AFAG,28,296600,17415825,FAA06,,6006904514,19.86538318,99.18223079,"19.8653831834, 99.1822307872"
620803,1150MT000240194,AFAG,28,297500,17416068,FAA06,,6006905964,19.86481589,99.18244182,"19.8648158908, 99.1824418214"
620818,1150MT000240209,AFAG,28,296400,17416009,FAA06,,6006904389,19.86542416,99.1825846,"19.8654241555, 99.1825845975"
4757617,11MTAA001450360,AFAG,122,,6100942866,FAA06,PEA,6007456495,19.87059862,99.18569257,"19.8705986159, 99.1856925683"
2552774,11MTAA000629815,AFAG,122,270640,5900381141,FAA06,PEA,6020379954,19.86765625,99.18739665,"19.8676562532, 99.1873966525"
620107,1150MT000239498,AFAG,104,260702,20518984,FAA06,,6007358547,19.87245674,99.18826149,"19.8724567379, 99.18826149"
620050,1150MT000239441,AFAG,104,257404,23042255,FAA06,,6007357090,19.87447421,99.18834853,"19.8744742063, 99.1883485328"
1758778,11MTAA000126045,AFAG,104,256792,6500556950,FAA06,,6016556269,19.87501293,99.18877444,"19.8750129258, 99.1887744425"
620032,1150MT000239423,AFAG,104,256000,6101046527,FAA06,,6007356527,19.87589134,99.18961043,"19.8758913434, 99.1896104349"
601246,1150MT000220637,AFAG,97,006601,16547866,FAA04,PEA,6007317806,19.84039301,99.19588469,"19.8403930073, 99.1958846934"
4606233,11MTAA001424703,AFAG,97,006810,6200141620,FAA04,PEA,6007318038,19.83950996,99.1962398,"19.8395099647, 99.1962397994"
619181,1150MT000238572,AFAG,24,251591,26050614,FAA06,,6006885868,19.87864913,99.19249824,"19.8786491252, 99.1924982377"
2254525,11MTAA000449676,AFAG,78,692813,5600110681,FAA04,,6019057801,19.8101022,99.22031864,"19.8101022036, 99.2203186374"
619341,1150MT000238732,AFAG,105,438033,6001150608,FAA09,PEA,6007368452,19.88565941,99.22131684,"19.8856594111, 99.2213168399"
3983171,11MTAA001313216,AFAG,115,-,6000272294,FAA09,PEA,6024130376,19.89537521,99.22328173,"19.8953752109, 99.2232817254"
3717779,11MTAA001226586,AFAG,115,,6400018053,FAA09,PEA,6023632867,19.89540582,99.22364405,"19.8954058244, 99.2236440524"
3340573,11MTAA001028269,AFAG,63,635030,6201354465,FAA09,PEA,6022543324,19.90754787,99.22057872,"19.9075478667, 99.2205787175"
592146,1150MT000211537,AFAG,114,140501,29065116,FAA04,PEA,6007411184,19.83978574,99.22822091,"19.8397857417, 99.2282209069"
3045938,11MTAA000880996,AFAG,64,646231,6100819650,FAA09,PEA,6007142077,19.89951918,99.22836387,"19.8995191829, 99.2283638662"
618060,1150MT000237451,AFAG,63,636903,26871886,FAA09,PEA,6007136139,19.90174605,99.22889647,"19.9017460535, 99.2288964733"
2456554,11MTAA000577259,AFAG,64,648244,5900794666,FAA09,PEA,6020047470,19.89647863,99.23016498,"19.8964786306, 99.2301649764"
618824,1150MT000238215,AFAG,64,654601,26049987,FAA09,PEA,6007149891,19.89296057,99.23461254,"19.8929605693, 99.234612538"
618850,1150MT000238241,AFAG,64,648072,24100694,FAA09,PEA,6007143535,19.89795861,99.23001679,"19.8979586149, 99.2300167904"
618687,1150MT000238078,AFAG,63,638605,21770551,FAA09,PEA,6007139784,19.90219715,99.23014466,"19.9021971476, 99.2301446578"
3401800,11MTAA001068732,AFAG,63,638241,6300250011,FAA09,PEA,6007137710,19.90159233,99.23107693,"19.9015923309, 99.2310769288"
618612,1150MT000238003,AFAG,131,226232,29562818,FAA09,,6007511813,19.90960993,99.23367859,"19.9096099317, 99.2336785918"
593142,1150MT000212533,AFAG,114,143520,22695157,FAA04,PEA,6007413596,19.84054543,99.23504761,"19.8405454303, 99.2350476098"
591958,1150MT000211349,AFAG,114,146400,26663146,FAA04,PEA,6007415191,19.84150203,99.23786815,"19.8415020315, 99.2378681501"
1582897,11MTAA000045198,AFAG,140,282398,25474381,FAA09,,6007524660,19.89634728,99.23543477,"19.8963472839, 99.2354347674"
2307066,11MTAA000486952,AFAG,201,200000,5800525143,FAA04,PEA,6019364184,19.80854199,99.24009213,"19.8085419887, 99.2400921307"
591973,1150MT000211364,AFAG,114,147400,5900358038,FAA04,PEA,6007415740,19.84052576,99.24011217,"19.8405257631, 99.2401121747"
592051,1150MT000211442,AFAG,116,156101,20192916,FAA09,PEA,6007420244,19.87828896,99.24090199,"19.87828896, 99.2409019858"
3401803,11MTAA001068767,AFAG,68,013741,24100803,FAA04,PEA,6007171025,19.80375161,99.24635381,"19.8037516118, 99.2463538143"
602174,1150MT000221565,AFAG,68,011506,5800593874,FAA04,PEA,6007166391,19.80048463,99.25344374,"19.8004846268, 99.2534437371"
602098,1150MT000221489,AFAG,68,012800,5800593796,FAA04,PEA,6007170483,19.80408998,99.2501527,"19.8040899768, 99.2501527003"
2382574,11MTAA000538063,AFAG,68,012198,5700316432,FAA04,PEA,6018631295,19.80281956,99.25242415,"19.802819558, 99.252424153"
2170375,11MTAA000392992,AFAG,129,222204,6500060197,FAA04,PEA,6018647564,19.8107647,99.25607835,"19.8107647038, 99.2560783478"
2634984,11MTAA000675218,AFAG,180,217523,5700238975,FAA04,PEA,6020635955,19.84653911,99.27878677,"19.8465391066, 99.2787867748"
3300708,11MTAA001007452,AFAG,129,224751,6100729782,FAA04,PEA,6007492428,19.80140615,99.28279209,"19.8014061491, 99.2827920886"
592344,1150MT000211735,AFAG,129,225047,5901251267,FAA04,PEA,6007494243,19.80068588,99.28316009,"19.8006858752, 99.2831600926"
592560,1150MT000211951,AFAG,130,225102,6100729773,FAA04,PEA,6007496098,19.80089876,99.28647815,"19.8008987623, 99.2864781468"
592849,1150MT000212240,AFAG,130,225501,6100729807,FAA04,PEA,6007498229,19.80045963,99.28714267,"19.8004596277, 99.2871426723"
593474,1150MT000212865,AFAG,128,212801,6200142285,FAA04,PEA,6007481116,19.83486295,99.28966733,"19.8348629454, 99.2896673315"
1997822,11MTAA000270540,AFAG,130,226511,5600214172,FAA04,PEA,6018055050,19.80042556,99.2938122,"19.8004255619, 99.2938122012"
593410,1150MT000212801,AFAG,128,213780,5801369540,FAA04,PEA,6007482915,19.83321882,99.29288807,"19.8332188165, 99.2928880704"
593442,1150MT000212833,AFAG,128,214151,5801369489,FAA04,PEA,6007483225,19.83691405,99.29411546,"19.8369140541, 99.2941154589"
3310645,11MTAA001012493,AFAG,128,214171,25389083,FAA04,PEA,6022307659,19.83728765,99.29447728,"19.8372876515, 99.2944772849"
592645,1150MT000212036,AFAG,130,226686,23556247,FAA04,PEA,6007501487,19.80127696,99.29678259,"19.8012769622, 99.2967825919"
3301181,11MTAA001007952,AFAG,130,227972,25477678,FAA04,PEA,6007505988,19.80091124,99.29895154,"19.8009112424, 99.298951544"
591914,1150MT000211305,AFAG,192,228630,6100729824,FAA04,PEA,6007509322,19.79795808,99.3010184,"19.7979580815, 99.3010183969"
592747,1150MT000212138,AFAG,130,228000,24000876,FAA04,PEA,6007506212,19.80082326,99.301306,"19.8008232639, 99.3013060045"
592408,1150MT000211799,AFAG,192,229003,22189996,FAA04,PEA,6007510285,19.79720775,99.30272825,"19.797207751, 99.3027282482"
592431,1150MT000211822,AFAG,192,229401,16926182,FAA04,PEA,6007510852,19.79671051,99.30380311,"19.7967105119, 99.3038031149"
3145737,11MTAA000926582,AFAG,192,001381,26050138,FAA04,PEA,6022288026,19.78829939,99.3166055,"19.7882993929, 99.3166054997"
1701244,11MTAA000094253,AFAG,19,164704,16639448,FAA06,,6006857946,19.89316398,99.19951453,"19.8931639777, 99.1995145254"
2377265,11MTAA000534633,AFAG,19,197013,21621853,FAA06,,6006858781,19.892803,99.20091384,"19.8928030031, 99.2009138354"
620357,1150MT000239748,AFAG,18,187301,24262201,FAA06,,6006853138,19.89840684,99.2011274,"19.8984068401, 99.2011273965"
601989,1150MT000221380,AFAG,40,417000,29562675,FAA04,PEA,6006974995,19.84952795,99.2022471,"19.8495279528, 99.2022471"
601829,1150MT000221220,AFAG,40,416402,6100729840,FAA04,PEA,6006974420,19.84941216,99.20351886,"19.8494121634, 99.2035188619"
4410871,11MTAA001382406,AFAG,84,731926,6200889067,FAA04,PEA,6024589510,19.8489518,99.20524483,"19.8489518029, 99.205244828"
2332305,11MTAA000504960,AFAG,155,408401,5801147142,FAA09,PEA,6019504874,19.85252665,99.20448974,"19.8525266506, 99.2044897404"
620927,1150MT000240318,AFAG,155,408603,23428047,FAA09,PEA,6007574461,19.85294001,99.2046987,"19.8529400068, 99.2046986985"
620925,1150MT000240316,AFAG,155,408600,25260694,FAA09,PEA,6007574400,19.85298464,99.20475913,"19.8529846424, 99.2047591268"
2479476,11MTAA000590881,AFAG,155,410106,5801532740,FAA09,PEA,6020096328,19.85506936,99.20539303,"19.8550693609, 99.2053930262"
2091925,11MTAA000338601,AFAG,155,410970,5600243352,FAA09,PEA,6018356429,19.85651395,99.20558264,"19.8565139533, 99.2055826403"
3361270,11MTAA001040007,AFAG,250,002300,6201354402,FAA09,PEA,6022571103,19.87456227,99.20266541,"19.8745622726, 99.202665412"
620356,1150MT000239747,AFAG,18,187500,6100729446,FAA06,,6006853252,19.89852432,99.20163818,"19.8985243182, 99.2016381751"
3988934,11MTAA001315057,AFAG,18,188311,6500059439,FAA06,PEA,6006855014,19.89773605,99.20327005,"19.8977360479, 99.2032700508"
2215672,11MTAA000422890,AFAG,17,176671,5600111346,FAA06,PEA,6018925384,19.90332975,99.20342419,"19.9033297528, 99.2034241885"
3109057,11MTAA000911438,AFAG,17,176802,6101046907,FAA06,PEA,6022161371,19.90267823,99.20456741,"19.9026782304, 99.20456741"
1861283,11MTAA000180902,AFAG,148,171724,28939328,FAA06,,6017283785,19.90502502,99.20553271,"19.905025017, 99.205532713"
1861284,11MTAA000180903,AFAG,148,171720,28939316,FAA06,,6017283744,19.90503198,99.20556827,"19.9050319794, 99.2055682724"
617620,1150MT000237011,AFAG,16,165311,5800188973,FAA06,,6006842690,19.90929545,99.20382826,"19.9092954452, 99.203828257"
4346017,11MTAA001371746,AFAG,120,156670,6201354699,FAA06,PEA,6019249237,19.9100948,99.203854,"19.9100947963, 99.2038539978"
617999,1150MT000237390,AFAG,148,168790,24627103,FAA06,,6007551591,19.90735321,99.20419584,"19.9073532095, 99.2041958391"
1550826,11MTAA000036367,AFAG,148,168911,29027172,FAA06,PEA,6007551962,19.90679813,99.20442896,"19.9067981312, 99.2044289634"
1595738,11MTAA000049185,AFAG,148,170211,25476372,FAA06,,6007553883,19.90704324,99.20543961,"19.9070432362, 99.2054396061"
4798759,11MTAA001456884,AFAG,113,132604,6600324871,FAA04,PEA,6025175634,19.84019815,99.2096525,"19.8401981502, 99.209652497"
601479,1150MT000220870,AFAG,113,132000,6100942481,FAA04,PEA,6007408044,19.84202848,99.20965647,"19.8420284777, 99.2096564656"
621013,1150MT000240404,AFAG,165,413713,6100942482,FAA09,PEA,6007623062,19.85904697,99.20797368,"19.8590469748, 99.2079736824"
617575,1150MT000236966,AFAG,17,179002,5900794507,FAA06,PEA,6006849659,19.89932443,99.20765837,"19.8993244311, 99.2076583671"
617519,1150MT000236910,AFAG,149,180500,18586664,FAA06,PEA,6007556976,19.90199517,99.20626203,"19.9019951658, 99.2062620271"
617672,1150MT000237063,AFAG,120,152903,6100540775,FAA06,,6007440524,19.91212624,99.20651983,"19.9121262424, 99.2065198263"
601678,1150MT000221069,AFAG,111,124300,6200142044,FAA04,PEA,6007397617,19.84714927,99.21236452,"19.8471492746, 99.2123645232"
2618956,11MTAA000668177,AFAG,156,434001,23337667,FAA09,PEA,6007581322,19.87687037,99.21307313,"19.8768703725, 99.2130731288"
619395,1150MT000238786,AFAG,105,435800,29561475,FAA09,PEA,6007362984,19.88210098,99.21493598,"19.8821009797, 99.2149359825"
593301,1150MT000212692,AFAG,78,687301,20019589,FAA04,PEA,6007229889,19.81600091,99.21813277,"19.8160009101, 99.2181327674"
3848115,11MTAA001271275,AFAG,134,245090,6400179454,FAA04,PEA,6023867064,19.83480955,99.21782758,"19.8348095515, 99.21782758"
619378,1150MT000238769,AFAG,105,436640,22189746,FAA09,PEA,6007364410,19.88239631,99.21839655,"19.882396311, 99.2183965515"
620684,1150MT000240075,AFAG,28,297892,25136313,FAA06,PEA,6006906407,19.86399968,99.18136613,"19.8639996833, 99.1813661298"
3859766,11MTAA001276724,AFAG,28,295220,5900131130,FAA06,PEA,6023897073,19.86634115,99.18215225,"19.8663411453, 99.1821522492"
620840,1150MT000240231,AFAG,28,294902,6100942862,FAA06,,6006903342,19.86686775,99.18256515,"19.8668677483, 99.1825651501"
620846,1150MT000240237,AFAG,28,294533,6200831900,FAA06,,6006902835,19.86690712,99.18312923,"19.8669071211, 99.1831292333"
620881,1150MT000240272,AFAG,27,286700,29858534,FAA06,,6006899340,19.86803855,99.18377866,"19.8680385542, 99.1837786588"
620751,1150MT000240142,AFAG,122,270510,5600111514,FAA06,,6007458433,19.8680155,99.18533287,"19.8680155002, 99.1853328688"
620748,1150MT000240139,AFAG,122,270500,6500060144,FAA06,,6007458382,19.86804912,99.18536659,"19.8680491181, 99.1853665874"
1691451,11MTAA000090667,AFAG,122,-,6100204797,FAA06,,6010757595,19.86813928,99.1861391,"19.8681392771, 99.1861390972"
3366995,11MTAA001043650,AFAG,252,002000,6201354429,FAA06,PEA,6022552829,19.85904256,99.18904614,"19.8590425593, 99.1890461392"
620097,1150MT000239488,AFAG,104,259900,5801369609,FAA06,,6007358208,19.87278963,99.18760524,"19.8727896312, 99.1876052361"
620108,1150MT000239499,AFAG,104,260700,25007355,FAA06,,6007358510,19.87247172,99.18822697,"19.8724717212, 99.1882269675"
619171,1150MT000238562,AFAG,24,251501,21872615,FAA06,,6006885783,19.87882988,99.1922626,"19.8788298802, 99.1922625971"
2266246,11MTAA000458380,AFAG,24,252013,5700239192,FAA06,,6019125944,19.87817334,99.19336721,"19.8781733377, 99.193367207"
601884,1150MT000221275,AFAG,97,003400,6200141624,FAA04,PEA,6007315117,19.84660282,99.19822127,"19.8466028235, 99.1982212733"
3316377,11MTAA001015420,AFAG,75,426500,22933722,FAA04,PEA,6007216243,19.84744443,99.20044878,"19.8474444345, 99.2004487781"
3282529,11MTAA000997588,AFAG,39,405811,19202222,FAA10,PEA,6006970005,19.85537213,99.19928544,"19.8553721297, 99.199285438"
1711182,11MTAA000101404,AFAG,197,-,6100729516,FAA01,PEA,6006741002,19.85339217,99.20001846,"19.8533921697, 99.2000184614"
601947,1150MT000221338,AFAG,39,406446,24365253,FAA04,PEA,6006971858,19.85309722,99.20036794,"19.853097223, 99.2003679405"
1944147,11MTAA000232299,AFAG,151,-,29861599,FAA06,PEA,6017797030,19.88908229,99.19702714,"19.8890822874, 99.1970271434"
4606232,11MTAA001424698,AFAG,151,201900,26050642,FAA06,PEA,6024793839,19.88813752,99.19742578,"19.8881375224, 99.1974257767"
4700978,11MTAA001440915,AFAG,151,199966,27808974,FAA06,PEA,6016798272,19.89038601,99.19959579,"19.8903860149, 99.1995957916"
4373110,11MTAA001376136,AFAG,151,199965,6500556781,FAA06,PEA,6024637805,19.8904044,99.19961438,"19.890404402, 99.1996143764"
620131,1150MT000239522,AFAG,19,197200,23496332,FAA06,,6006859001,19.89194718,99.20117246,"19.8919471834, 99.2011724598"
4168108,11MTAA001346310,AFAG,238,002000,6500060113,FAA04,PEA,6024381923,19.84385435,99.22979733,"19.8438543505, 99.2297973262"
619219,1150MT000238610,AFAG,139,276000,23694558,FAA09,PEA,6007522962,19.89018262,99.23072557,"19.8901826224, 99.2307255672"
1767172,11MTAA000130238,AFAG,139,-,27751800,FAA09,PEA,6016602499,19.88986644,99.23125109,"19.8898664407, 99.2312510915"
618859,1150MT000238250,AFAG,64,648221,5800188817,FAA09,PEA,6007144985,19.89648426,99.23053648,"19.8964842586, 99.2305364805"
618857,1150MT000238248,AFAG,64,648200,23496463,FAA09,PEA,6007143716,19.89702552,99.23052587,"19.8970255187, 99.2305258667"
618703,1150MT000238094,AFAG,63,638250,15469887,FAA09,PEA,6007137746,19.90147206,99.2314853,"19.9014720634, 99.2314853017"
4000576,11MTAA001318184,AFAG,63,,6500059647,FAA09,PEA,6024196245,19.90378205,99.23241414,"19.9037820506, 99.2324141373"
2376486,11MTAA000534104,AFAG,201,200204,5801369420,FAA04,PEA,6019726469,19.80828814,99.24031692,"19.8082881403, 99.2403169246"
591975,1150MT000211366,AFAG,114,147520,24728488,FAA04,PEA,6007415872,19.84093559,99.24029519,"19.8409355881, 99.2402951887"
591989,1150MT000211380,AFAG,114,148100,26663215,FAA04,PEA,6007416395,19.84046518,99.24207493,"19.8404651848, 99.2420749256"
602085,1150MT000221476,AFAG,68,013902,18043172,FAA04,PEA,6007171077,19.80429077,99.24684031,"19.804290773, 99.2468403096"
1757946,11MTAA000125485,AFAG,68,012373,5800593596,FAA04,PEA,6016560830,19.80218048,99.25217521,"19.8021804821, 99.2521752077"
3680418,11MTAA001206310,AFAG,68,010505,6100942800,FAA04,PEA,6007165087,19.80382881,99.25274664,"19.8038288131, 99.2527466402"
593072,1150MT000212463,AFAG,68,010603,19300563,FAA04,PEA,6007165177,19.80324502,99.25321297,"19.803245016, 99.2532129721"
593164,1150MT000212555,AFAG,9801,010400,23074636,FAA04,,6007924607,19.83185669,99.25019295,"19.8318566918, 99.2501929535"
3084674,11MTAA000901732,AFAG,68,011284,6100729403,FAA04,PEA,6022082480,19.80172096,99.25363347,"19.8017209563, 99.2536334707"
593307,1150MT000212698,AFAG,129,223311,5801369501,FAA04,PEA,6007486678,19.80885509,99.26523152,"19.8088550909, 99.2652315215"
592379,1150MT000211770,AFAG,129,223817,17676810,FAA04,PEA,6007489606,19.80380041,99.27687724,"19.8038004148, 99.2768772381"
592296,1150MT000211687,AFAG,127,196502,20394472,FAA04,PEA,6007477107,19.84352558,99.27382849,"19.8435255803, 99.2738284892"
592390,1150MT000211781,AFAG,129,223905,6100729818,FAA04,PEA,6007490112,19.80287557,99.27754931,"19.8028755666, 99.2775493145"
3263922,11MTAA000987588,AFAG,180,219091,24628305,FAA04,PEA,6021080688,19.84561605,99.28180534,"19.8456160472, 99.2818053394"
591875,1150MT000211266,AFAG,180,219101,6001137653,FAA04,PEA,6007639246,19.84523847,99.28208708,"19.8452384707, 99.2820870774"
