OBJECTID,TAG,CODE,ROUTE,ACCOUNTNUM,PEANO,FEEDERID,OWNER,INSTALLATI,LATITUDE,LONGITUDE,"Lat, Long"
592095,1150MT000211486,AFAG,116,162680,15842884,FAA09,PEA,6007424578,19.86655403,99.24735705,"19.8665540313, 99.2473570463"
1927243,11MTAA000220193,AFAG,116,157931,24262152,FAA09,PEA,6017774418,19.87344151,99.24454325,"19.8734415106, 99.2445432481"
2726883,11MTAA000720471,AFAG,68,012412,24176454,FAA04,PEA,6021000215,19.80375523,99.25083518,"19.803755227, 99.2508351769"
1572957,11MTAA000040676,AFAG,68,012191,25474377,FAA04,PEA,6007168744,19.80248185,99.25236399,"19.8024818466, 99.2523639942"
1572376,11MTAA000040122,AFAG,68,012204,22878580,FAA04,PEA,6007168942,19.80220585,99.25247583,"19.8022058487, 99.2524758318"
3340743,11MTAA001028329,AFAG,116,162835,6201354420,FAA09,PEA,6022548919,19.86318197,99.24925899,"19.8631819711, 99.2492589858"
592906,1150MT000212297,AFAG,129,222363,22980523,FAA04,PEA,6007484946,19.80451858,99.25844634,"19.8045185821, 99.2584463356"
592909,1150MT000212300,AFAG,129,222379,17415724,FAA04,PEA,6007485401,19.80435701,99.25882466,"19.8043570074, 99.2588246599"
4549320,11MTAA001412508,AFAG,129,222987,5801276191,FAA04,PEA,6024909836,19.80837752,99.26406084,"19.8083775219, 99.2640608402"
592915,1150MT000212306,AFAG,129,223100,29862715,FAA04,PEA,6007486552,19.80842682,99.2645329,"19.8084268242, 99.2645328974"
3294833,11MTAA001004122,AFAG,129,223505,20839981,FAA04,PEA,6007487785,19.80353167,99.27594873,"19.8035316688, 99.2759487293"
3294834,11MTAA001004180,AFAG,129,223932,5900383827,FAA04,PEA,6007490157,19.80330041,99.27777906,"19.8033004093, 99.2777790566"
591832,1150MT000211223,AFAG,180,217540,20067457,FAA04,PEA,6007638230,19.84683556,99.278505,"19.846835564, 99.2785049998"
2821473,11MTAA000767644,AFAG,180,217582,6001149691,FAA04,PEA,6021328314,19.84750868,99.27888789,"19.8475086833, 99.2788878883"
2046553,11MTAA000308567,AFAG,180,217591,5600242410,FAA04,PEA,6018207978,19.84752552,99.2789117,"19.8475255177, 99.2789116984"
3298546,11MTAA001006205,AFAG,129,225230,5600214066,FAA04,PEA,6017982100,19.79818079,99.28457007,"19.7981807928, 99.2845700745"
592810,1150MT000212201,AFAG,129,225238,6201187090,FAA04,PEA,6007494652,19.79874624,99.28477885,"19.7987462366, 99.2847788541"
592571,1150MT000211962,AFAG,130,225123,6100729809,FAA04,PEA,6007496560,19.80143434,99.28620299,"19.8014343355, 99.286202994"
592557,1150MT000211948,AFAG,130,225105,6200926399,FAA04,PEA,6007496166,19.80086192,99.28648094,"19.8008619238, 99.2864809356"
593543,1150MT000212934,AFAG,128,211401,25009207,FAA04,PEA,6007480434,19.83436956,99.28596306,"19.8343695573, 99.2859630597"
4685462,11MTAA001438035,AFAG,130,230060,6600101400,FAA04,PEA,6025073739,19.80202549,99.28989729,"19.802025487, 99.2898972938"
2641041,11MTAA000677846,AFAG,128,213103,5901098954,FAA04,PEA,6020676870,19.83572786,99.29091635,"19.8357278646, 99.2909163503"
592473,1150MT000211864,AFAG,130,226541,19521636,FAA04,PEA,6007500743,19.7998289,99.29434045,"19.7998288965, 99.2943404466"
593439,1150MT000212830,AFAG,128,214121,6200142292,FAA04,PEA,6007483149,19.83588637,99.29388094,"19.8358863732, 99.2938809437"
592642,1150MT000212033,AFAG,130,226665,17416216,FAA04,PEA,6007501350,19.80112885,99.29670495,"19.8011288515, 99.2967049522"
592522,1150MT000211913,AFAG,130,227300,27808961,FAA04,PEA,6007502774,19.79949841,99.29767769,"19.7994984145, 99.2976776878"
593202,1150MT000212593,AFAG,130,228200,20308976,FAA04,PEA,6007507393,19.79879681,99.29770697,"19.798796812, 99.2977069737"
592772,1150MT000212163,AFAG,192,228285,19202131,FAA04,PEA,6007507677,19.79800271,99.29875151,"19.7980027135, 99.2987515056"
2247288,11MTAA000443922,AFAG,130,227951,5700551863,FAA04,PEA,6019035772,19.80114586,99.30005824,"19.8011458624, 99.3000582381"
593218,1150MT000212609,AFAG,192,228600,25260738,FAA04,PEA,6007509274,19.79799374,99.30061443,"19.7979937428, 99.3006144316"
592722,1150MT000212113,AFAG,130,227902,24000875,FAA04,PEA,6007505492,19.80069404,99.30075401,"19.8006940368, 99.3007540098"
1732206,11MTAA000113124,AFAG,9310,227907,6101427831,FAA04,PEA,6016382063,19.80069748,99.30079016,"19.8006974823, 99.3007901638"
1970234,11MTAA000250908,AFAG,192,005005,5600214098,FAA04,PEA,6017955674,19.78689193,99.31637188,"19.7868919277, 99.3163718847"
3849856,11MTAA001272247,AFAG,455,009750,6400179426,FAA02,PEA,6023888058,19.77760943,99.17811173,"19.7776094262, 99.1781117317"
620784,1150MT000240175,AFAG,28,298551,17416013,FAA06,,6006907449,19.86537428,99.18136826,"19.8653742764, 99.1813682562"
620886,1150MT000240277,AFAG,27,286200,23743469,FAA06,,6006899072,19.86826277,99.18395158,"19.8682627682, 99.1839515849"
620694,1150MT000240085,AFAG,122,268300,17415982,FAA06,,6007457004,19.86921649,99.18621205,"19.8692164851, 99.1862120506"
620095,1150MT000239486,AFAG,104,260101,25007354,FAA06,,6007358265,19.87282181,99.18753739,"19.8728218104, 99.1875373874"
3650440,11MTAA001192929,AFAG,104,257802,6100006114,FAA06,PEA,6023452071,19.87410248,99.18850099,"19.8741024798, 99.1885009948"
620052,1150MT000239443,AFAG,104,257405,24176340,FAA06,,6007357117,19.87449584,99.18831827,"19.8744958362, 99.1883182684"
3373009,11MTAA001049045,AFAG,104,254621,6300232958,FAA06,PEA,6007355848,19.87594269,99.18959604,"19.8759426876, 99.1895960434"
620008,1150MT000239399,AFAG,24,254200,23021151,FAA06,,6006887487,19.87697355,99.19053045,"19.8769735549, 99.1905304538"
619984,1150MT000239375,AFAG,24,253102,28647810,FAA06,,6006886900,19.87807331,99.19197767,"19.8780733126, 99.1919776734"
619177,1150MT000238568,AFAG,24,251400,5700551813,FAA06,,6006885735,19.87878004,99.19227483,"19.8787800382, 99.192274831"
619840,1150MT000239231,AFAG,24,252041,18042881,FAA06,,6006886460,19.87860478,99.19357097,"19.8786047759, 99.1935709673"
619157,1150MT000238548,AFAG,24,250694,23078646,FAA06,,6006885064,19.88049685,99.19305402,"19.8804968506, 99.1930540187"
619133,1150MT000238524,AFAG,24,249401,17416144,FAA06,PEA,6006884228,19.88013844,99.19382769,"19.8801384434, 99.1938276905"
601211,1150MT000220602,AFAG,97,006300,24100680,FAA04,PEA,6007316999,19.8408742,99.19716735,"19.840874196, 99.1971673527"
601784,1150MT000221175,AFAG,75,421640,6600324931,FAA04,PEA,6007212384,19.84741788,99.20040955,"19.8474178833, 99.2004095493"
601835,1150MT000221226,AFAG,75,424802,17416176,FAA04,PEA,6007215120,19.84955688,99.2004289,"19.849556881, 99.2004289"
601736,1150MT000221127,AFAG,40,418421,26051239,FAA04,PEA,6006975679,19.85029342,99.20083803,"19.8502934167, 99.2008380316"
4062163,11MTAA001328521,AFAG,151,201150,6000000276,FAA06,PEA,6023076963,19.88615442,99.19980631,"19.8861544156, 99.1998063086"
620426,1150MT000239817,AFAG,151,200300,26663224,FAA06,,6007561871,19.88959774,99.19730391,"19.8895977449, 99.1973039122"
620408,1150MT000239799,AFAG,151,198800,22980474,FAA06,,6007561430,19.8908719,99.1981435,"19.890871899, 99.1981435014"
619893,1150MT000239284,AFAG,19,192500,21847186,FAA06,,6006856471,19.8936936,99.200578,"19.8936936015, 99.2005780041"
620380,1150MT000239771,AFAG,150,190500,22267906,FAA06,,6007560180,19.8976359,99.20022625,"19.897635901, 99.2002262494"
601577,1150MT000220968,AFAG,75,423652,15544138,FAA04,PEA,6007214508,19.84533297,99.20288837,"19.8453329656, 99.2028883687"
601808,1150MT000221199,AFAG,40,416701,24100801,FAA04,PEA,6006974854,19.84959607,99.20260572,"19.8495960718, 99.2026057183"
3201750,11MTAA000953078,AFAG,40,414652,6200143550,FAA04,PEA,6022407456,19.85108772,99.20331057,"19.8510877236, 99.203310566"
601728,1150MT000221119,AFAG,40,419506,26051295,FAA04,PEA,6006976488,19.84843602,99.20349721,"19.8484360151, 99.203497208"
1831764,11MTAA000165237,AFAG,40,-,23743512,FAA04,PEA,6006976337,19.8492597,99.20387594,"19.8492597024, 99.2038759381"
601929,1150MT000221320,AFAG,39,407521,15543885,FAA04,PEA,6006972399,19.85277769,99.20328716,"19.8527776942, 99.2032871602"
3125867,11MTAA000918024,AFAG,155,408445,6100942943,FAA09,PEA,6007624051,19.85273842,99.2046504,"19.8527384242, 99.2046503992"
1551822,11MTAA000036451,AFAG,155,408457,16925973,FAA09,PEA,6007574348,19.85247004,99.20507154,"19.8524700356, 99.2050715431"
4798779,11MTAA001456920,AFAG,155,409521,6200926155,FAA09,PEA,6007575723,19.85404663,99.20511023,"19.8540466313, 99.2051102251"
619790,1150MT000239181,AFAG,19,194513,5900794493,FAA06,,6006857597,19.89403763,99.20199254,"19.8940376307, 99.2019925403"
619819,1150MT000239210,AFAG,150,189500,26563202,FAA06,,6007558743,19.89783394,99.20145567,"19.8978339366, 99.2014556687"
617820,1150MT000237211,AFAG,148,171104,24627139,FAA06,,6007554414,19.90553951,99.20411224,"19.9055395144, 99.2041122363"
617974,1150MT000237365,AFAG,148,170135,24259397,FAA06,,6007552772,19.90658267,99.2057057,"19.9065826696, 99.2057057042"
601497,1150MT000220888,AFAG,113,132711,6200142042,FAA04,PEA,6007408689,19.84004734,99.20950446,"19.8400473372, 99.2095044636"
601459,1150MT000220850,AFAG,84,733700,6200141544,FAA04,PEA,6007260778,19.84512488,99.20777097,"19.8451248754, 99.2077709747"
620983,1150MT000240374,AFAG,155,411402,23337609,FAA09,PEA,6007577341,19.85630593,99.20651934,"19.8563059283, 99.2065193416"
3361458,11MTAA001040102,AFAG,249,001482,6201354731,FAA09,PEA,6022585583,19.8729702,99.20852839,"19.8729702037, 99.208528385"
618524,1150MT000237915,AFAG,149,182601,21770437,FAA06,,6007558199,19.90259645,99.20860833,"19.9025964464, 99.2086083312"
1702692,11MTAA000095131,AFAG,133,-,24628430,FAA06,,6007513267,19.91142419,99.20879738,"19.9114241946, 99.208797384"
2627141,11MTAA000671516,AFAG,111,126601,28522746,FAA04,PEA,6017216953,19.84415545,99.21445109,"19.8441554538, 99.2144510916"
4483122,11MTAA001399351,AFAG,156,430303,6500556965,FAA09,PEA,6024696888,19.86884055,99.21133934,"19.8688405477, 99.2113393379"
4038834,11MTAA001324070,AFAG,156,431852,6400179418,FAA09,PEA,6023878813,19.87272904,99.21218353,"19.8727290433, 99.2121835334"
619499,1150MT000238890,AFAG,156,432200,29561507,FAA09,PEA,6007579720,19.87398107,99.21227129,"19.8739810735, 99.2122712928"
617498,1150MT000236889,AFAG,149,183660,20557788,FAA06,,6007558607,19.90229587,99.2117689,"19.9022958651, 99.2117688955"
3645072,11MTAA001190175,AFAG,78,-,6300827534,FAA04,PEA,6023411792,19.8125487,99.21639503,"19.8125486971, 99.2163950265"
619053,1150MT000238444,AFAG,105,436791,26327529,FAA09,PEA,6007364987,19.88286504,99.21629935,"19.8828650407, 99.2162993454"
593233,1150MT000212624,AFAG,134,241100,21380445,FAA04,PEA,6007513627,19.83593006,99.22122461,"19.8359300568, 99.2212246111"
593235,1150MT000212626,AFAG,134,241300,17139589,FAA04,PEA,6007513681,19.83583948,99.22193232,"19.8358394787, 99.2219323195"
592130,1150MT000211521,AFAG,111,130000,23312184,FAA04,PEA,6007399519,19.84675856,99.22134627,"19.8467585555, 99.2213462687"
2289479,11MTAA000476172,AFAG,105,437890,27820587,FAA09,PEA,6017083000,19.8822697,99.22054196,"19.8822697008, 99.2205419623"
619293,1150MT000238684,AFAG,105,538600,22980582,FAA09,PEA,6007370059,19.8882853,99.22174683,"19.8882852993, 99.2217468271"
618384,1150MT000237775,AFAG,64,649800,29559809,FAA09,PEA,6007146350,19.89692685,99.22738381,"19.8969268491, 99.2273838104"
619192,1150MT000238583,AFAG,64,645934,6001150011,FAA09,PEA,6007141853,19.90060858,99.22731167,"19.9006085799, 99.2273116734"
618373,1150MT000237764,AFAG,64,648500,29559819,FAA09,PEA,6007145755,19.89799261,99.22792776,"19.8979926149, 99.227927764"
1744895,11MTAA000118681,AFAG,63,-,27617373,FAA09,PEA,6016415348,19.90282663,99.22908654,"19.9028266291, 99.2290865434"
593131,1150MT000212522,AFAG,114,142302,24627050,FAA04,PEA,6007413210,19.84007066,99.23314496,"19.8400706578, 99.2331449646"
1575123,11MTAA000041609,AFAG,64,648275,25474379,FAA09,PEA,6007145272,19.89605608,99.23037462,"19.8960560817, 99.2303746178"
1832269,11MTAA000165667,AFAG,64,-,22007297,FAA09,PEA,6007142896,19.89756979,99.22999542,"19.8975697918, 99.2299954212"
618717,1150MT000238108,AFAG,63,638283,20268435,FAA09,PEA,6007139211,19.90128494,99.23243547,"19.9012849393, 99.2324354749"
3008960,11MTAA000862672,AFAG,140,270441,6100541546,FAA09,PEA,6021884025,19.89908378,99.23305002,"19.8990837816, 99.2330500175"
2046428,11MTAA000308466,AFAG,131,226742,5600242464,FAA09,,6018208138,19.91083516,99.2344623,"19.9108351564, 99.2344622976"
591926,1150MT000211317,AFAG,114,143550,24261450,FAA04,PEA,6007413650,19.84103748,99.23518903,"19.8410374779, 99.2351890265"
593160,1150MT000212551,AFAG,114,145500,29026964,FAA04,PEA,6007414720,19.84101189,99.23612826,"19.8410118921, 99.2361282639"
1654994,11MTAA000071496,AFAG,64,656702,6001149743,FAA09,PEA,6007150396,19.89032046,99.23641813,"19.8903204647, 99.236418129"
4020038,11MTAA001321349,AFAG,140,280848,6500059696,FAA09,PEA,6024173947,19.89801645,99.23732447,"19.8980164523, 99.2373244723"
602060,1150MT000221451,AFAG,68,014601,26563395,FAA04,PEA,6007173455,19.80477113,99.2429289,"19.8047711274, 99.2429289042"
1547628,11MTAA000087703,AFAG,116,161100,25007906,FAA09,PEA,6007422431,19.86961223,99.24274952,"19.8696122345, 99.242749519"
2640611,11MTAA000677703,AFAG,116,157790,5901098845,FAA09,PEA,6020674139,19.8754822,99.24267259,"19.8754821997, 99.2426725905"
602043,1150MT000221434,AFAG,68,014140,20492850,FAA04,PEA,6007172851,19.80279309,99.24485081,"19.8027930904, 99.244850806"
602076,1150MT000221467,AFAG,68,013935,6001139294,FAA04,PEA,6007171284,19.80383569,99.2463953,"19.8038356874, 99.2463952957"
1810166,11MTAA000154883,AFAG,68,-,27820236,FAA04,PEA,6016908333,19.80130159,99.25255578,"19.8013015927, 99.2525557812"
1270985,11MTAA000018083,AFAG,68,011004,25041044,FAA04,PEA,6007165910,19.80201526,99.25352313,"19.8020152614, 99.2535231348"
602106,1150MT000221497,AFAG,68,012424,22589908,FAA04,PEA,6007170370,19.80328981,99.2508082,"19.8032898143, 99.2508082005"
1623537,11MTAA000060523,AFAG,68,010407,5901099288,FAA04,PEA,6007164966,19.80409448,99.25241795,"19.8040944813, 99.2524179524"
593073,1150MT000212464,AFAG,68,010601,19202191,FAA04,PEA,6007165146,19.80327985,99.25319847,"19.8032798463, 99.2531984667"
592869,1150MT000212260,AFAG,186,003200,6200142615,FAA04,PEA,6007643673,19.80736951,99.26354499,"19.8073695137, 99.2635449919"
592334,1150MT000211725,AFAG,9801,010900,23074635,FAA04,,6007924619,19.80659365,99.27332867,"19.8065936519, 99.2733286743"
591891,1150MT000211282,AFAG,129,224102,5801369485,FAA04,PEA,6007490453,19.80259648,99.27816997,"19.8025964756, 99.2781699735"
592240,1150MT000211631,AFAG,127,198301,25009199,FAA04,PEA,6007478546,19.8409373,99.27798689,"19.8409372989, 99.2779868875"
593556,1150MT000212947,AFAG,128,210300,19202283,FAA04,PEA,6007479526,19.8369067,99.28549019,"19.8369067004, 99.2854901934"
593529,1150MT000212920,AFAG,128,211200,6200142264,FAA04,PEA,6007480131,19.83448492,99.28643591,"19.8344849214, 99.2864359104"
1804396,11MTAA000151992,AFAG,130,225741,6200926425,FAA04,PEA,6016849265,19.80183519,99.28755042,"19.8018351866, 99.2875504233"
2886307,11MTAA000801287,AFAG,130,227977,6001150589,FAA04,PEA,6021510638,19.80082599,99.2986051,"19.8008259902, 99.2986050993"
917932,11MTAA000013853,AFAG,130,226725,20915420,FAA04,PEA,6007501880,19.80229482,99.2966466,"19.8022948216, 99.2966465994"
1845188,11MTAA000173943,AFAG,192,-,28939122,FAA04,PEA,6017172624,19.79763334,99.30273163,"19.7976333422, 99.3027316307"
593200,1150MT000212591,AFAG,192,003500,5900381171,FAA04,PEA,6007657817,19.78637159,99.31558362,"19.7863715902, 99.3155836163"
2009289,11MTAA000279350,AFAG,192,005505,6400179462,FAA04,PEA,6018092060,19.78822887,99.31702066,"19.7882288661, 99.3170206616"
602633,1150MT000222024,AFAG,78,689741,21380561,FAA04,,6007232196,19.81145744,99.21708657,"19.811457438, 99.2170865721"
593362,1150MT000212753,AFAG,78,694400,21770354,FAA04,PEA,6007235388,19.81220132,99.22008548,"19.8122013215, 99.2200854814"
2139537,11MTAA000376539,AFAG,105,436943,5700315499,FAA09,PEA,6018540119,19.88435263,99.21680556,"19.8843526253, 99.2168055582"
3126053,11MTAA000918154,AFAG,114,138950,5801147127,FAA04,PEA,6022220743,19.84135073,99.22258302,"19.8413507273, 99.2225830171"
1710882,11MTAA000101094,AFAG,114,138947,23469352,FAA04,PEA,6007410457,19.84148302,99.22265493,"19.8414830176, 99.2226549328"
2618431,11MTAA000667830,AFAG,105,538611,29561584,FAA09,PEA,6020584842,19.8882483,99.22175297,"19.8882482952, 99.2217529659"
3369369,11MTAA001045639,AFAG,115,152012,23299135,FAA09,PEA,6018866471,19.88970831,99.22293024,"19.8897083113, 99.2229302442"
3436647,11MTAA001090586,AFAG,115,151442,6500204594,FAA09,PEA,6022765737,19.89222913,99.22394513,"19.8922291301, 99.2239451322"
4958930,11MTAA001481391,AFAG,115,150110,27820306,FAA09,PEA,6007417873,19.89342221,99.2239807,"19.8934222066, 99.2239806951"
619255,1150MT000238646,AFAG,115,153100,25007330,FAA09,PEA,6007419330,19.89346311,99.22447552,"19.8934631071, 99.2244755172"
3340572,11MTAA001028266,AFAG,63,635032,6201354467,FAA09,PEA,6022543325,19.90757762,99.22055315,"19.9075776202, 99.2205531537"
1715592,11MTAA000104069,AFAG,187,-,16547726,FAA04,,6016298232,19.81251653,99.22897713,"19.812516527, 99.2289771272"
4135807,11MTAA001342148,AFAG,64,651451,6500059833,FAA09,PEA,6024288364,19.8966961,99.22823594,"19.8966960988, 99.2282359376"
618905,1150MT000238296,AFAG,64,650500,6100204791,FAA09,PEA,6007146815,19.89722703,99.22633845,"19.8972270265, 99.2263384451"
618350,1150MT000237741,AFAG,64,646100,29559814,FAA09,PEA,6007141900,19.89977058,99.22800189,"19.899770579, 99.228001885"
618910,1150MT000238301,AFAG,64,648031,29559799,FAA09,PEA,6007143261,19.89884623,99.22938133,"19.898846228, 99.2293813344"
618844,1150MT000238235,AFAG,64,647711,6500204658,FAA09,PEA,6007142925,19.89832973,99.22959785,"19.8983297253, 99.2295978482"
618070,1150MT000237461,AFAG,63,636700,27617548,FAA09,PEA,6007135923,19.90191492,99.22852269,"19.9019149153, 99.2285226853"
618065,1150MT000237456,AFAG,63,636905,24099384,FAA09,PEA,6007136188,19.90178915,99.22880142,"19.9017891544, 99.2288014179"
618642,1150MT000238033,AFAG,63,639700,29559846,FAA09,PEA,6007140172,19.90281686,99.2291213,"19.9028168608, 99.2291212958"
3721110,11MTAA001228304,AFAG,139,-,6400018061,FAA09,PEA,6023636238,19.88696295,99.23103061,"19.8869629497, 99.2310306093"
1703604,11MTAA000095669,AFAG,64,653200,21846884,FAA09,PEA,6007148007,19.89432814,99.23191241,"19.89432814, 99.2319124117"
618813,1150MT000238204,AFAG,64,653702,24627170,FAA09,PEA,6007148499,19.89373851,99.2328847,"19.8937385066, 99.2328846997"
3298187,11MTAA001006699,AFAG,160,645833,22980682,FAA09,PEA,6021867991,19.89916922,99.23189585,"19.8991692225, 99.2318958548"
3418105,11MTAA001079805,AFAG,63,638120,24261462,FAA09,PEA,6022648536,19.89980587,99.23203946,"19.899805872, 99.2320394564"
1897842,11MTAA000203320,AFAG,63,-,29559672,FAA09,PEA,6017601758,19.90244671,99.2302851,"19.902446705, 99.2302850967"
618704,1150MT000238095,AFAG,63,638251,15469952,FAA09,PEA,6007137775,19.90150703,99.23149498,"19.901507032, 99.2314949828"
618616,1150MT000238007,AFAG,131,223301,5800525023,FAA09,PEA,6007511116,19.90579555,99.23184868,"19.9057955478, 99.2318486799"
2865539,11MTAA000788624,AFAG,131,226229,6500231542,FAA09,PEA,6021460299,19.90950688,99.23385823,"19.9095068758, 99.2338582322"
3298182,11MTAA001006599,AFAG,140,280600,6200830720,FAA09,PEA,6007523757,19.89810963,99.23522285,"19.8981096278, 99.2352228478"
4911307,11MTAA001473818,AFAG,131,226673,6500568555,FAA09,PEA,6025334665,19.91059644,99.23609925,"19.910596437, 99.2360992483"
602063,1150MT000221454,AFAG,68,014801,19300311,FAA04,PEA,6007173532,19.805051,99.24236289,"19.8050509984, 99.2423628947"
592213,1150MT000211604,AFAG,116,163200,23496422,FAA09,PEA,6007424632,19.8689043,99.24268889,"19.8689042961, 99.242688886"
592086,1150MT000211477,AFAG,116,161500,5600215041,FAA09,PEA,6007422535,19.86890609,99.24322602,"19.868906094, 99.2432260248"
592030,1150MT000211421,AFAG,116,159500,23312188,FAA09,PEA,6007421688,19.8709619,99.24290683,"19.8709619038, 99.2429068304"
592116,1150MT000211507,AFAG,116,157181,15337827,FAA09,PEA,6007420907,19.87699919,99.24183736,"19.8769991875, 99.241837355"
602045,1150MT000221436,AFAG,68,014142,21872658,FAA04,PEA,6007172899,19.80277126,99.24488112,"19.8027712611, 99.2448811157"
2552716,11MTAA000629770,AFAG,129,220402,5800487427,FAA04,PEA,6020342857,19.8045569,99.24745922,"19.8045569007, 99.2474592174"
1790140,11MTAA000144208,AFAG,68,-,27804302,FAA04,PEA,6016785450,19.80354788,99.25193623,"19.8035478824, 99.2519362299"
602150,1150MT000221541,AFAG,68,012190,25446136,FAA04,PEA,6007168713,19.80240335,99.25242689,"19.8024033453, 99.2524268861"
593104,1150MT000212495,AFAG,68,011803,6200142049,FAA04,PEA,6007167880,19.80098014,99.25394474,"19.8009801365, 99.2539447371"
592931,1150MT000212322,AFAG,129,223375,30318450,FAA04,PEA,6007487020,19.80623233,99.25747536,"19.8062323339, 99.2574753645"
592903,1150MT000212294,AFAG,129,222367,23469374,FAA04,PEA,6007485018,19.80474276,99.25791789,"19.8047427629, 99.2579178934"
2479558,11MTAA000590920,AFAG,129,222552,5801532648,FAA04,PEA,6020120861,19.80793959,99.26224842,"19.807939593, 99.2622484236"
592327,1150MT000211718,AFAG,127,194800,6200830810,FAA04,PEA,6007475118,19.8454774,99.27052247,"19.8454773976, 99.2705224656"
592238,1150MT000211629,AFAG,127,198312,6000272995,FAA04,PEA,6007478623,19.84068615,99.27830932,"19.8406861524, 99.2783093199"
592225,1150MT000211616,AFAG,127,198902,20470226,FAA04,PEA,6007479068,19.83946424,99.28057668,"19.8394642369, 99.2805766768"
1711213,11MTAA000101452,AFAG,24,-,24441786,FAA06,,6006882823,19.88241503,99.19435627,"19.8824150337, 99.1943562744"
601252,1150MT000220643,AFAG,97,006521,25007062,FAA04,PEA,6007317565,19.84077834,99.19636764,"19.8407783391, 99.1963676391"
601894,1150MT000221285,AFAG,97,002601,26327498,FAA04,PEA,6007313676,19.84565105,99.19767985,"19.8456510538, 99.1976798525"
601885,1150MT000221276,AFAG,97,003200,27801868,FAA04,PEA,6007315063,19.84657912,99.19824996,"19.8465791152, 99.1982499622"
3769933,11MTAA001247960,AFAG,97,,6400017259,FAA04,PEA,6023733812,19.8472143,99.19873466,"19.8472142967, 99.1987346568"
601603,1150MT000220994,AFAG,97,000413,6200831502,FAA04,PEA,6007312153,19.84618788,99.19972392,"19.8461878762, 99.1997239154"
1546659,11MTAA000035597,AFAG,97,000852,24622247,FAA04,PEA,6007312520,19.84527741,99.20002915,"19.8452774106, 99.2000291539"
2452612,11MTAA000575079,AFAG,151,201029,5800225007,FAA06,PEA,6020038711,19.8885842,99.19841653,"19.8885842016, 99.1984165277"
619886,1150MT000239277,AFAG,19,198222,5900794448,FAA06,,6006859664,19.89145434,99.20080493,"19.8914543361, 99.2008049286"
3437168,11MTAA001090765,AFAG,19,192011,6000000379,FAA06,PEA,6022794380,19.89398691,99.19980532,"19.8939869089, 99.1998053182"
4576387,11MTAA001418572,AFAG,19,,22965036,FAA06,PEA,6006856356,19.89382491,99.2002254,"19.8938249139, 99.2002254036"
601580,1150MT000220971,AFAG,75,423654,18043355,FAA04,PEA,6007214559,19.84535585,99.20285903,"19.8453558531, 99.2028590303"
601984,1150MT000221375,AFAG,40,416800,6200141565,FAA04,PEA,6006974898,19.849633,99.20268071,"19.8496330013, 99.2026807093"
601551,1150MT000220942,AFAG,40,419554,25022597,FAA04,PEA,6006978075,19.84797227,99.20474572,"19.8479722726, 99.2047457169"
601715,1150MT000221106,AFAG,84,731911,25007974,FAA04,PEA,6007258362,19.84863678,99.20581205,"19.8486367771, 99.2058120539"
1620321,11MTAA000059316,AFAG,39,-,26865919,FAA10,PEA,6006972731,19.85288628,99.20395362,"19.8528862783, 99.2039536241"
2745028,11MTAA000729016,AFAG,155,409310,5800449128,FAA09,PEA,6021062668,19.85348027,99.20502639,"19.8534802745, 99.2050263854"
1917579,11MTAA000214040,AFAG,155,-,5800593788,FAA09,PEA,6017715412,19.85529112,99.20553053,"19.8552911189, 99.2055305309"
3644996,11MTAA001190047,AFAG,250,000201,6201354740,FAA09,PEA,6022578846,19.87039681,99.20479801,"19.8703968092, 99.2047980078"
1894348,11MTAA000201081,AFAG,18,-,29557849,FAA06,,6017575995,19.89710551,99.20458289,"19.8971055136, 99.2045828922"
2393003,11MTAA000543122,AFAG,17,176690,5801369875,FAA06,PEA,6019764313,19.90298192,99.20402309,"19.9029819206, 99.2040230867"
4798780,11MTAA001456921,AFAG,17,177102,5800495484,FAA06,PEA,6025085262,19.90244389,99.20512221,"19.9024438925, 99.2051222057"
617622,1150MT000237013,AFAG,16,165314,24177871,FAA06,,6006842750,19.90927111,99.20382276,"19.9092711065, 99.2038227608"
618021,1150MT000237412,AFAG,16,167300,25475746,FAA06,,6006843678,19.90805756,99.20391528,"19.9080575565, 99.203915277"
617786,1150MT000237177,AFAG,148,169304,23996303,FAA06,,6007552066,19.90642512,99.20426848,"19.9064251163, 99.2042684823"
617626,1150MT000237017,AFAG,16,165703,19346566,FAA06,,6006842884,19.90970877,99.20451495,"19.9097087654, 99.2045149549"
604481,1150MT000223872,AFAG,113,133980,26449276,FAA04,PEA,6007409058,19.83717756,99.20690192,"19.8371775646, 99.2069019182"
601477,1150MT000220868,AFAG,113,131600,6100204736,FAA04,PEA,6007407946,19.84273805,99.20972837,"19.8427380532, 99.2097283745"
601474,1150MT000220865,AFAG,113,131300,6500231599,FAA04,PEA,6007407890,19.84305857,99.20968909,"19.8430585714, 99.2096890949"
3304743,11MTAA001009488,AFAG,155,410924,6100729876,FAA09,PEA,6007575697,19.85621598,99.20602838,"19.8562159838, 99.206028377"
620979,1150MT000240370,AFAG,155,411300,16639583,FAA09,PEA,6007577271,19.85631509,99.20657272,"19.856315093, 99.2065727248"
620996,1150MT000240387,AFAG,165,412700,29562874,FAA09,PEA,6007622482,19.8574287,99.20744006,"19.8574287014, 99.2074400624"
621024,1150MT000240415,AFAG,41,427012,29562821,FAA09,PEA,6006978432,19.86029186,99.20897854,"19.8602918638, 99.2089785357"
